Федор Владиславович Бобров;Россошь;ш. Краснодарское, д. 95 к. 960;Титан;Кабельщик;+73763163990;selivanseleznev@mail.ru;1983-01-13;58210
Константинова Лукия Федоровна;Шали;пер. Новостройка, д. 8/2;Госкорпорация по ОрВД;Таможенник;+75894727758;gagafonova@rambler.ru;1967-05-31;190099
Клавдия Болеславовна Зимина;Арзамас;ул. Тихая, д. 9/7 к. 4;Сибирская аграрная группа;Литейщик;+7 (090) 459-73-82;andreevigor@rambler.ru;1991-06-17;172201
Кудряшов Селиверст Архипович;Оса;пр. Чайковского, д. 1/8 стр. 2;АНГК;Тележурналист;+7 (990) 317-3849;vorobevisidor@gmail.com;1958-02-23;189430
Кулакова Евфросиния Валериевна;Кущевская;алл. Санаторная, д. 5/1;Краснодарзернопродукт-Экспо;Физик;+7 078 174 70 22;suvorovviktorin@gmail.com;1999-05-10;162533
Алла Романовна Дроздова;Алдан;ул. Нагорная, д. 4 стр. 5;Велесстрой;Кинорежиссер;+7 130 548 73 20;jan1993@mail.ru;1982-07-23;135775
Дьячков Панкрат Демидович;Лодейное Поле;пер. Приморский, д. 265 к. 99;Соллерс;Радиолог;8 (646) 329-73-02;frolovserge@hotmail.com;1936-02-23;27905
Пантелеймон Бориславович Тихонов;Шилка;бул. Пионерский, д. 51;Металлокомплект-М;Инженер по Технике Безопасности;+77316041750;nikandr84@yandex.ru;1983-10-26;80996
Баранова Ия Вениаминовна;Магнитогорск;пр. Цветочный, д. 6/2;Балтийская топливная компания;Мельник;+7 (572) 560-07-63;afanasi_2021@mail.ru;1937-05-28;145498
Суворов Радован Жоресович;Батайск;ш. Химиков, д. 2/7 стр. 685;Марс (Mars);Агроном;+7 (500) 564-05-85;borisarhipov@rambler.ru;1960-07-15;67957
Мишина Элеонора Григорьевна;Учалы;бул. Декабристов, д. 287 стр. 261;Ашинский металлургический завод;Географ;+7 920 628 5414;danilalukin@yandex.ru;1976-01-31;145140
Юрий Демидович Фомичев;Дно;ул. Энгельса, д. 120 к. 9/7;Зерно-трейд;Инженер-химик;+7 984 423 6122;ilebedeva@yahoo.com;1983-01-23;20743
Алевтина Кирилловна Беляева;Диксон;пр. Молодежный, д. 5 стр. 7/5;ВымпелКом;Метрдотель;8 (068) 292-3975;arseni49@yahoo.com;1962-01-06;174930
Евсеева Кира Тарасовна;Надым;пр. Халтурина, д. 6/5 к. 467;НК Дулисьма;Эксперт-криминалист;8 730 324 26 37;velimir_77@gmail.com;1942-11-24;56059
Агафонов Януарий Харлампьевич;Иркутск;бул. Кутузова, д. 55 к. 5;Гознак;Начальник склада;8 (463) 834-6919;ermakovorest@yandex.ru;1970-04-27;34319
Остромир Ермолаевич Кудряшов;Вендинга;пер. Серова, д. 3 к. 98;Ренессанс Кредит;Гидролог;83373132781;birjukovamarija@yahoo.com;1942-07-18;97999
Боян Харитонович Михайлов;Киржач;пр. Украинский, д. 949;Дж.Т.И. Россия (JTI);Режиссёр;+7 (098) 198-5523;elise34@mail.ru;1985-05-02;67897
Григорьев Модест Игнатович;Барнаул;пр. Первомайский, д. 3 к. 6;ТМК Чермет;Сталевар;+72725368209;sigizmund40@mail.ru;1967-06-19;177502
Никита Трифонович Белов;Ачхой Мартан;алл. Толбухина, д. 2 к. 2;ЕвроСибЭнерго;Агроном;8 (014) 359-28-67;korolevaelena@yahoo.com;1954-07-09;57223
Гусева Зинаида Артемовна;Усмань;алл. Циолковского, д. 2 к. 806;Первый завод;Палеонтолог;8 (536) 382-75-19;grigorevaveronika@mail.ru;1938-10-26;131197
Юлия Борисовна Соболева;Новая Игирма;ул. Черняховского, д. 1 стр. 7/2;ТМК Чермет;Мерчандайзер;8 (998) 728-93-50;galkinfortunat@mail.ru;1945-01-16;101289
София Викторовна Кулакова;Льгов;пр. Полярный, д. 16;РЕ Трэйдинг (LPP);Художник по свету;8 190 735 7897;mili_07@mail.ru;1973-05-24;128519
Глафира Георгиевна Волкова;Солнечногорск;пер. Приозерный, д. 48 к. 233;ДК Рус;Пекарь;+7 (457) 967-69-81;kazimir_2004@yandex.ru;1956-07-05;54989
Лавр Бориславович Котов;Костомукша;ш. Окружное, д. 1/9 к. 5;Велесстрой;Механик-Водитель;8 (541) 127-70-69;beljaevalidija@mail.ru;1971-09-12;165544
Антип Елизарович Брагин;Лянтор;пр. Лермонтова, д. 504 к. 5;АвтоГермес;Технолог;+7 767 307 71 31;muhincheslav@rambler.ru;1984-06-08;72787
Поляков Афиноген Юлианович;Гдов;алл. Строительная, д. 52 стр. 3;ГМК Сплав;Метранпаж;+7 (952) 648-72-98;vasiliborisov@yahoo.com;1984-11-15;198308
Эмилия Феликсовна Беляева;Сунтар;ш. ДОС, д. 94;Новороссийский морской торговый порт;Палеонтолог;8 998 915 00 35;sitnikovavksenti@yahoo.com;1981-08-18;21390
Аристарх Эдуардович Владимиров;Петрозаводск;пер. Советов, д. 448;Уралвтормет;Повар;8 240 534 51 90;lora52@yahoo.com;2001-03-04;161096
Натан Георгиевич Рябов;Невельск;пр. Ярославский, д. 1;Банк Русский стандарт;Инженер-взрывотехник;8 504 582 9241;tsvetkovpotap@gmail.com;1994-10-05;69353
Дементьева Надежда Болеславовна;Пушкино (Моск.);наб. Сенная, д. 8 стр. 7;ММК;Почтальон;8 070 733 9318;vissarion26@mail.ru;1939-01-05;199596
Кулагин Будимир Ярославович;Завьялиха;пр. Коммунаров, д. 6/6 к. 863;ГК Автомир;Выпускающий редактор;8 (025) 683-4007;nikandrkostin@gmail.com;1979-12-03;46085
Нина Антоновна Костина;Белореченск;пр. Волочаевский, д. 509 к. 1/8;Русская медная компания;Веб-мастер;+7 (790) 680-7646;ostap_1992@rambler.ru;1985-05-11;99254
Изяслав Даниилович Симонов;Оса;алл. Ленина, д. 55;АНГК;Телемастер;+7 773 983 01 80;seleznevfeoktist@rambler.ru;1957-08-24;166791
Буров Самсон Данилович;Ставрополь;ул. Мостовая, д. 38 стр. 943;Неофарм;Автогонщик;+7 (163) 066-12-07;litkinnikita@yahoo.com;1995-11-14;198089
Родионова Нинель Владиславовна;Слюдянка;пер. 40 лет Победы, д. 45 стр. 91;Славнефть;Военный переводчик;8 (531) 625-38-44;raisa1995@gmail.com;1941-11-19;90762
Варвара Владимировна Сафонова;Карпинск;ш. Киевское, д. 4/8;Fix Price;Парикмахер;8 256 189 8043;kazimir_43@yahoo.com;2001-10-20;175247
Кузьма Игнатович Костин;Курск;пер. Монтажников, д. 2;Петролеум Трейдинг;Военный дознаватель;8 847 948 1323;blinovsvetozar@gmail.com;1954-11-18;70390
Нонна Вениаминовна Лыткина;Усть-Калманка;пр. Кирпичный, д. 39;Группа ЛСР;Оператор ПК;8 (782) 603-0707;silinairina@gmail.com;1998-01-31;118148
Адам Харлампович Шашков;Карпинск;пер. Краснодарский, д. 18 к. 693;Эйч Энд Эм (H&M);Техник;+7 (973) 936-9041;firstsvetkov@gmail.com;1968-08-06;189685
Игнатов Парфен Августович;Шатой;пр. Путевой, д. 7 к. 741;Объединенная судостроительная корпорация;Начальник склада;+7 (986) 441-34-25;prohorovafinogen@gmail.com;1944-03-04;116184
Горшков Виктор Федотович;Усолье Сибирское;алл. Лазо, д. 8/5;Группа Газфонд;Нейрохирург;8 (671) 187-85-35;mihalovsavvati@mail.ru;1972-12-03;39501
Валерия Вадимовна Маслова;Сызрань;ш. Чайкиной, д. 93 стр. 3;Группа Мэйджор;Геодезист;8 484 150 6227;sofon34@hotmail.com;1973-01-24;44104
Спартак Фадеевич Ларионов;Ербогачен;ш. Кленовое, д. 2;Втормет;Системный администратор;86536778388;kopilovapelageja@gmail.com;1952-09-06;105530
Воробьев Радим Авдеевич;Нарткала;ш. Кирпичное, д. 9 стр. 61;Мария-Ра;Оператор вооружения;8 031 856 30 65;bikovaleksandr@yandex.ru;1958-08-13;85121
Зайцев Петр Артемьевич;Дудинка;ул. Котовского, д. 8/9;Новороссийский морской торговый порт;Кредитный консультант;+7 (428) 027-21-62;nikodimkorolev@gmail.com;1937-11-12;123709
Абрамов Емельян Анатольевич;Новосибирск;наб. Большевистская, д. 784;Петролеум Трейдинг;Разведчик;8 388 845 6866;maksim1974@mail.ru;1964-02-27;36413
